rebalanced_slabs,n_rebalanced_slabs,miss_ratio,throughput,n_alloc_failures,trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalance_strategy,allocator,tag,monitor_interval,uuid,qps,wss,number_of_objects,file_name,memory_requirement,compulsory_miss_ratio_byte,max_req_size,max_obj_size,trace_file,time_span,purpose,min_req_size,number_of_req_GiB,cpu_requirement,download_path,category,compulsory_miss_ratio_req,number_of_obj_GiB,num_slab_classes,frequency_mean,min_obj_size,poolRebalanceIntervalSec,lru2qColdPct,thresholdMI,mhMovingAverageParam,mhMinDiff,rebalanceOnRecordAccess,countColdTailHitsOnly,rebalanceStrategy,rebalanceDiffRatio,lruRefreshSec,allocFactor,mhOnlyUpdateHitIfRebalance,minRequestsObserved,thresholdAI,minAllocSize,maxAllocSize,lamaMinThreshold,cacheSizeMB,lru2qHotPct,maxDecayInterval,mhMinDiffRatio,poolResizeIntervalSec,emrHigh,emrLow,moveOnSlabRelease,thresholdAD,thresholdMD,enableLookaside,onlySetIfMiss,replayGeneratorConfig,generator,numThreads,zstdTrace,repeatTraceReplay,compressed,numOps,ignoreLargeReq,repeatOpCount,timestampFactor,traceFileName,useTraceTimer,prepopulateCache,base_dir,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
3,3,0.4998992135248558,512566.8502446947,4,twitter_cluster10,139150615,0.01,1,50,marginal-hits-tuned,LRU2Q,cold,50000,twitter_cluster10-ebb0c682971d48e09ba1e2af18db5d8d,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,False,0.3,2.0,True,True,marginal-hits-new,,0,1.25,True,50000.0,True,72,1048576,,51,30.0,50000.0,0.0,0,0.95,0.5,False,False,True,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,-1.4372915246863016e-08
21,21,0.49989919915194053,472513.535521904,0,twitter_cluster10,139150615,0.01,1,50,marginal-hits,LRU2Q,cold,50000,twitter_cluster10-465b215efe6f2ed08cd96fa7b6e88f6b,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,,0.3,,True,True,marginal-hits-old,,0,1.25,,,,72,1048576,,51,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.5871247494313465e-07,2.5871247494313465e-07,
4,4,0.4998993716269238,356192.684583766,4,twitter_cluster10,139150615,0.01,1,50,marginal-hits-tuned,TINYLFU,,50000,twitter_cluster10-6536548db2fa844f0a2b0f8c3780458f,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,False,0.3,2.0,,,marginal-hits-new,,0,1.25,True,50000.0,True,72,1048576,,51,,50000.0,0.0,0,0.95,0.5,False,False,True,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,1.724749832954231e-07,8.623749164771155e-08,6.108488992406791e-07
21,21,0.49989998247582307,463742.90822551865,0,twitter_cluster10,139150615,0.01,1,50,marginal-hits,TINYLFU,,50000,twitter_cluster10-f419211f3922ec9405750564c19ada15,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,0.3,,,,marginal-hits-old,,0,1.25,,,,72,1048576,,51,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,-4.38373915945256e-07,-5.246114075929675e-07,
2,2,0.499899328508178,45965.00854093348,12,twitter_cluster10,139150615,0.01,1,50,lama,TINYLFU,,1000000,twitter_cluster10-a1021ff5680d60c827f9c881294481bf,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,lama,,0,1.25,,,,72,1048576,1e-05,51,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.1559372914703445e-07,1.293562374993229e-07,
2,2,0.4998993069488051,402744.7587501907,4,twitter_cluster10,139150615,0.01,1,50,eviction-rate,TINYLFU,,50000,twitter_cluster10-650d0b74cffb991908df70ab217a1309,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,eviction-rate,0.1,0,1.25,,,,72,1048576,,51,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.3715310204508455e-07,1.50915610397373e-07,
2,2,0.4998993069488051,381038.6131425131,4,twitter_cluster10,139150615,0.01,1,50,free-mem,TINYLFU,,50000,twitter_cluster10-35b72e27e0a3186b11c258676fa244ef,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,free-mem,,0,1.25,,,,72,1048576,,51,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.3715310204508455e-07,1.50915610397373e-07,
2,2,0.4998993069488051,364877.1957670733,4,twitter_cluster10,139150615,0.01,1,50,tail-age,TINYLFU,,50000,twitter_cluster10-50db5270e904a0ee8c41bbec03ea07d2,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,tail-age,0.25,0,1.25,,,,72,1048576,,51,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.3715310204508455e-07,1.50915610397373e-07,
2,2,0.4998993069488051,423538.7042890343,4,twitter_cluster10,139150615,0.01,1,50,hits,TINYLFU,,50000,twitter_cluster10-3a61ee0fac347f8e79cf2a6946c60f66,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,hits,0.1,0,1.25,,,,72,1048576,,51,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.3715310204508455e-07,1.50915610397373e-07,
0,0,0.4998995441019071,408304.18013150356,72,twitter_cluster10,139150615,0.01,1,50,disabled,TINYLFU,,50000,twitter_cluster10-d69b527f1cf7cdf67719b846fca5e50f,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,76.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,disabled,,0,1.25,,,,72,1048576,,51,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,0.0,-8.623749164771155e-08,
2,2,0.49989924227068633,52771.453313019105,12,twitter_cluster10,139150615,0.1,1,491,lama,LRU,,1000000,twitter_cluster10-f3ad94638af8b7b2b96152962de78421,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,0.0,,,,True,,lama,,0,1.25,,,,72,1048576,1e-05,495,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.1559372914703445e-07,2.1559372914703445e-07,
2,2,0.4998992135248558,442985.9805776702,4,twitter_cluster10,139150615,0.1,1,491,eviction-rate,LRU,,50000,twitter_cluster10-12f80b8915c7ab5714877ec9bd3a7a7c,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,0.0,,,,True,,eviction-rate,0.1,0,1.25,,,,72,1048576,,495,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
2,2,0.4998992135248558,399933.3879652782,4,twitter_cluster10,139150615,0.1,1,491,free-mem,LRU,,50000,twitter_cluster10-ecbaf0bb57c32d4124df4e8d3de27c11,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,0.0,,,,True,,free-mem,,0,1.25,,,,72,1048576,,495,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
2,2,0.4998992135248558,398282.5267191282,4,twitter_cluster10,139150615,0.1,1,491,tail-age,LRU,,50000,twitter_cluster10-c970d7845d1d744ae6184d98a29b6bd1,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,0.0,,,,True,,tail-age,0.25,0,1.25,,,,72,1048576,,495,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
2,2,0.4998992135248558,440156.3945198964,4,twitter_cluster10,139150615,0.1,1,491,hits,LRU,,50000,twitter_cluster10-f8816640956c9f9a708f962199f445aa,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,0.0,,,,True,,hits,0.1,0,1.25,,,,72,1048576,,495,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
0,0,0.4998994578644155,500369.41984059423,72,twitter_cluster10,139150615,0.1,1,491,disabled,LRU,,50000,twitter_cluster10-5fa79119c3bd1dc405ad898c3cc1d92f,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,0.0,,,,True,,disabled,,0,1.25,,,,72,1048576,,495,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,0.0,0.0,
6,6,0.4998992135248558,416572.73615295265,4,twitter_cluster10,139150615,0.1,1,491,marginal-hits-tuned,LRU,,50000,twitter_cluster10-969540efdf2cc1e0cd1a8b79377bb719,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,0.0,False,0.3,2.0,True,,marginal-hits-new,,0,1.25,True,50000.0,True,72,1048576,,495,100.0,50000.0,0.0,0,0.95,0.5,False,False,True,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,-7.186457651187084e-09
21,21,0.4998992063383981,521731.2052181797,2,twitter_cluster10,139150615,0.1,1,491,marginal-hits,LRU,,50000,twitter_cluster10-94c885a1c1608671668b2006a1603d66,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,0.0,,0.3,,True,,marginal-hits-old,,0,1.25,,,,72,1048576,,495,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.515260173474587e-07,2.515260173474587e-07,
2,2,0.49989924227068633,48328.08480794751,12,twitter_cluster10,139150615,0.1,1,491,lama,LRU2Q,,1000000,twitter_cluster10-b26da4143f9ffca9ecc10f1e2ee650d6,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,,,,True,True,lama,,0,1.25,,,,72,1048576,1e-05,495,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.1559372914703445e-07,2.1559372914703445e-07,
2,2,0.4998992135248558,459221.82444604876,4,twitter_cluster10,139150615,0.1,1,491,eviction-rate,LRU2Q,,50000,twitter_cluster10-17bdb0dc04f0876869e52e2154943acc,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,,,,True,True,eviction-rate,0.1,0,1.25,,,,72,1048576,,495,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
2,2,0.4998992135248558,443505.4650665593,4,twitter_cluster10,139150615,0.1,1,491,free-mem,LRU2Q,,50000,twitter_cluster10-aa2882fd917e17d7d33c06c2fbe327f0,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,,,,True,True,free-mem,,0,1.25,,,,72,1048576,,495,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
2,2,0.4998992135248558,338399.0966229452,4,twitter_cluster10,139150615,0.1,1,491,tail-age,LRU2Q,,50000,twitter_cluster10-3161a12cc230dee629e14412c43d0e83,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,,,,True,True,tail-age,0.25,0,1.25,,,,72,1048576,,495,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
2,2,0.4998992135248558,350518.2838460091,4,twitter_cluster10,139150615,0.1,1,491,hits,LRU2Q,,50000,twitter_cluster10-bf806737e280d9228a9b1f08819eb791,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,,,,True,True,hits,0.1,0,1.25,,,,72,1048576,,495,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
0,0,0.4998994578644155,586657.6430047702,72,twitter_cluster10,139150615,0.1,1,491,disabled,LRU2Q,,50000,twitter_cluster10-aa2d2b7c20e69938614721dc15aa6655,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,,,,True,True,disabled,,0,1.25,,,,72,1048576,,495,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,0.0,0.0,
3,3,0.49989924227068633,322640.8687682526,4,twitter_cluster10,139150615,0.1,1,491,marginal-hits-tuned,LRU2Q,cold,50000,twitter_cluster10-6e397821abf123ae6453f2c422c39733,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,False,0.3,2.0,True,True,marginal-hits-new,,0,1.25,True,50000.0,True,72,1048576,,495,30.0,50000.0,0.0,0,0.95,0.5,False,False,True,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.1559372914703445e-07,2.1559372914703445e-07,-3.593228820042427e-08
21,21,0.4998992063383981,411520.4975881357,2,twitter_cluster10,139150615,0.1,1,491,marginal-hits,LRU2Q,cold,50000,twitter_cluster10-9ce6fe2de3c4106e30ba8f5ad75171ca,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,30.0,,0.3,,True,True,marginal-hits-old,,0,1.25,,,,72,1048576,,495,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.515260173474587e-07,2.515260173474587e-07,
4,4,0.4998992135248558,322046.45283628267,4,twitter_cluster10,139150615,0.1,1,491,marginal-hits-tuned,TINYLFU,,50000,twitter_cluster10-f9b147570752c014a37cfb1831a561b1,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,False,0.3,2.0,,,marginal-hits-new,,0,1.25,True,50000.0,True,72,1048576,,495,,50000.0,0.0,0,0.95,0.5,False,False,True,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,0.0
21,21,0.4998992135248558,390299.21236297174,2,twitter_cluster10,139150615,0.1,1,491,marginal-hits,TINYLFU,,50000,twitter_cluster10-a4e6bf6bafc174b3ba3cb13c680a0999,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,0.3,,,,marginal-hits-old,,0,1.25,,,,72,1048576,,495,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
2,2,0.49989924227068633,44921.46435051099,12,twitter_cluster10,139150615,0.1,1,491,lama,TINYLFU,,1000000,twitter_cluster10-e8c35432a64ce755fef9ca4d74900849,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,lama,,0,1.25,,,,72,1048576,1e-05,495,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.1559372914703445e-07,2.1559372914703445e-07,
2,2,0.4998992135248558,346231.6158374642,4,twitter_cluster10,139150615,0.1,1,491,eviction-rate,TINYLFU,,50000,twitter_cluster10-761d9dba4310ec16af030c3fd00aebc1,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,eviction-rate,0.1,0,1.25,,,,72,1048576,,495,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
2,2,0.4998992135248558,362881.3748233083,4,twitter_cluster10,139150615,0.1,1,491,free-mem,TINYLFU,,50000,twitter_cluster10-0ad03cbc5289af242049cfc23b388fb4,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,free-mem,,0,1.25,,,,72,1048576,,495,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
2,2,0.4998992135248558,311939.24308502674,4,twitter_cluster10,139150615,0.1,1,491,tail-age,TINYLFU,,50000,twitter_cluster10-c735daf13fd9edfdeff6a4daee45d51c,225.5025,4.79426754835248,69561281,twr/cluster10.oracleGeneral.zst,742.5,0.4999,3591,3643,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,617069,efficiency,22,2.8517,2.5,twitter/cluster10.oracleGeneral.zst,twitter-kv,0.4999,1.4255,43,2.0004,74,1,,,,,,,tail-age,0.25,0,1.25,,,,72,1048576,,495,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,139150615,True,True,1,/mntData2/data/oracleReuse/twr/cluster10.oracleGeneral.zst,True,True,work_dir_twitter,2.4433955969627164e-07,2.4433955969627164e-07,
